"题目","朝代","作者","内容","来源","词牌"
"输得漂亮","","郑秀文","错甚么 旧时做到太好之过⏎自信可立正去承受赛果⏎谁都想趁惨败去羞辱我⏎偏偏很高贵地说⏎未跌低 就当做打和⏎怕甚么 越赢越怕最终出错⏎害怕输 习惯了赢尽最多⏎谁都想以奖座去打败我⏎只因不敢失去甚么⏎其实我不需要赢⏎难和天去比高⏎我输得起都骄傲⏎以最美的风度⏎着最闪的战袍⏎受过苦的心境更加高⏎从前输过都好⏎在谷底给我漫舞⏎我要再进一步⏎看似轻于羽毛⏎就算这压力如像天高⏎谁都想看到⏎重复讲错不在错不在我⏎到底因此得到甚么⏎其实我不需要赢","语料库",""
"想给边防军写封信","","董文华","想给边防军写封信⏎想给边防军写封信，⏎不拿纸笔我拿起针，⏎绣个小小针线包，⏎一针一线细叮咛，⏎亲人啊⏎啊⏎边疆丛林多荆棘，⏎你巡逻放哨要小心。⏎想给边防军写封信，⏎不拿纸笔我拿起针，⏎心随针儿飞上下，⏎行行线脚牵着情，⏎亲人啊，⏎啊⏎边疆大山多风雨，⏎你衣扣衣襟要密密缝。⏎想给边防军写封信，⏎不拿纸笔我拿起针，⏎绣上一朵牡丹花，⏎人盼胜利花盼春，⏎亲人啊，亲人啊⏎保卫边疆多杀敌⏎你早立战功传喜讯⏎你早立战功传喜讯","语料库",""
"十五的月亮","","董文华","十五的月亮，照在家乡，照在边关。⏎宁静的夜晚，你也思念，我也思念。⏎你守在婴儿的摇篮边，⏎我巡逻在祖国的边防线；⏎你在家乡耕耘着农田，⏎我在边疆站岗值班。⏎啊！丰收果里有你的甘甜，也有我的甘甜；⏎军功章呵，有我的一半，也有你的一半。⏎啊啊啊   音乐--歌⏎十五的月亮，照在家乡，照在边关。⏎宁静的夜晚，你也思念，我也思念。⏎我守在婴儿的摇篮边，⏎你巡逻在祖国的边防线；⏎我在家乡耕耘着农田，⏎你在边疆站岗值班。⏎啊！丰收果里有你的甘甜，也有我的甘甜；⏎军功章呵，有我的一半，也有你的一半。⏎十五的月亮，照在家乡，照在边关。⏎宁静的夜晚，你也思念，我也思念。⏎我孝敬父母任劳任怨；⏎我肩负着全家的重任，⏎啊！祖国昌盛有你的贡献，也有我的贡献；⏎万家团圆，是你的心愿，也是我的心愿。⏎啊！啊！……","语料库",""
"播下美丽鲜花的种子","","董文华","妈妈送儿上战场，心儿伴我飞南疆，飞南疆。⏎养育之恩何须报，战士的责任切莫忘，切莫忘。⏎甘洒热血在疆场，莫辱家门和故乡，莫辱家门和故乡。⏎啊－－－啊－－－翘首盼儿凯旋归，妈妈为你献上，⏎一枚军功章，啊一枚军功章。⏎妈妈送儿上战场，心儿伴我飞南疆，飞南疆。⏎养育之恩终要报，战士的责任我不忘，我不忘。⏎横刀上马扫敌寇，甘洒热血在疆场，甘洒热血在疆场。⏎啊－－－啊－－－待到儿子凯旋归，我为妈妈献上，⏎一枚军功章，啊一枚军功章，一枚军功章。","语料库",""
"长城长","","董文华","都说长城两边是故乡⏎你知道长城有多长？⏎它一头挑起大漠边关的冷月⏎它一头连着华夏儿女的心房⏎都说长城内外百花香⏎你知道几经风雪霜？⏎凝聚了千万英雄志士的血肉⏎博出万里山河一轮红太阳⏎太阳照 长城长⏎长城他雄风万古扬⏎太阳照 长城长⏎长城他雄风万古扬⏎你要问长城在哪里⏎就看那一身身一身身绿军装⏎都说长城两边是故乡⏎你知道长城有多长？⏎它一头挑起大漠边关的冷月⏎它一头连着华夏儿女的心房⏎都说长城内外百花香⏎你知道几经风雪霜？⏎凝聚了千万英雄志士的血肉⏎博出万里山河一轮红太阳⏎太阳照 长城长⏎长城他雄风万古扬⏎太阳照 长城长⏎长城他雄风万古扬⏎你要问长城在哪里⏎就在咱老百姓的心坎上 心坎上","语料库",""
"请将音量收细","","苏永康","请将音量收细⏎偷看一切怕你突然被谁代替⏎像抱在臂上的恤衫⏎假设跟你永远在床上能避世⏎倾听一切怕这大门突然渐细⏎就算是你立心将我放低⏎但也请将这声响收细⏎如留我安慰⏎请悄声放低⏎门缝要紧闭⏎彷彿最体恤敬礼⏎如离去了⏎趁宇宙未全枯萎⏎倾听这寂静下滴滴时计⏎点算着最动魄惊心的姿势⏎窥探一切怕这动人面容浪费⏎在转换了睡姿之间便转世⏎假设心里要说话题便无忌讳⏎等你倾诉对你虔诚就如上帝⏎就算是说未可一世爱到底⏎但也请将这声响收细⏎如离去了⏎趁宇宙未全枯萎⏎倾听这寂静下滴滴时计⏎点算着最动魄惊心的姿势⏎开开灯⏎偷看一切怕你突然被谁代替⏎像抱在臂上的恤衫⏎换季⏎关关灯⏎假设跟你永远在床上能避世⏎漆黑中⏎倾听一切怕这大门突然渐细⏎就算是你立心将我放低⏎但也请将这声响收细⏎开开灯⏎窥探一切怕这动人面容浪费⏎在转换了睡姿之间便转世⏎关关灯⏎假设心里要说话题便无忌讳⏎漆黑中⏎等你倾诉对你虔诚就如上帝⏎就算是说未可一世爱到底⏎但也请将这声响收细","语料库",""
"我发誓以后","","苏永康","心急中找你⏎不安中等你⏎蹋地和谁一起⏎然而我心虚⏎准你独来独去⏎太自由伴侣⏎我挂念到恐惧⏎疑虑到心碎⏎但愿你永久⏎住在我的堡垒⏎我发誓以后⏎别再让你梦游⏎要贴着你双手⏎捉紧我梦里的千F⏎我发誓以后⏎立正在你背后⏎永远为你看守⏎别要外头乱走⏎留在套房⏎拥抱动人木偶⏎到处是密云⏎到处是坏人⏎尤其是你这样胡涂得很⏎然而你不许⏎一个独来独去⏎你是谁伴侣⏎要扑灭恐惧⏎长住我心里⏎但是这世间⏎并没永久堡垒⏎我发誓以后⏎别再让你梦游⏎要贴着你双手⏎捉紧我梦里的千F⏎我发誓以后⏎立正在你背后⏎永远为你看守⏎别要外头乱走⏎留在套房⏎拥抱动人木偶⏎要贴着你双手⏎捉紧我梦里的千F⏎我发誓以后⏎立正在你背后⏎永远为你看守⏎别要外头乱走⏎怕去后没回头","语料库",""
"乔小姐","","乔洋","我醒来徘徊长亭外⏎又来到乔家的老宅⏎你身影出现在脑海⏎与你间隔多少个世代⏎花瓣在手中⏎为你片片落下一二三四⏎谁曾在梦里⏎呓语你的名字一二三次⏎宣纸上鸳鸯成双⏎谁又为你伏笔诗词⏎奈何结局仍旧形单影只⏎枝头鸟悠哉⏎你月下展眉黛⏎光阴不复来⏎柳絮随风败⏎往事梦回城外⏎待离人归来⏎我听闻⏎那老槐年过有双百⏎街巷口吆喝声叫卖⏎乔小姐心中几无奈⏎桃花面却慢慢鬓斑白⏎花瓣在手中⏎为你片片落下一二三四⏎谁曾在梦里⏎呓语你的名字一二三次⏎宣纸上鸳鸯成双⏎谁又为你伏笔诗词⏎奈何结局仍旧形单影只⏎枝头鸟悠哉⏎春暖花开⏎你月下展眉黛⏎光阴不复来⏎柳絮随风败⏎往事梦回城外⏎待离人归来⏎枝头鸟悠哉⏎春暖花开⏎你月下展眉黛⏎光阴不复来⏎柳絮随风败⏎往事梦回城外⏎待离人归来⏎枝头鸟悠哉⏎春暖花开⏎阁楼明月徘徊⏎一去两三载⏎柳絮随风败⏎你独坐镜妆台⏎故人可曾来","语料库",""
"长征","","达明一派","空的心当中满是裂痕⏎忧郁中给伤感掩盖我的心⏎一颗心不想再有别人⏎想可否孤单中走过这一生⏎前路满是疑问⏎但觉疾风阵阵⏎沿路满是迷惑 没有指引⏎得知心可补救我裂痕⏎漆黑中伸出手广阔我胸襟⏎能尽破灭疑问令我深感幸运⏎能遇你在途上为我指引⏎回复我热诚前路看清⏎祈望你在旁同渡困境⏎凭着笑声流露我热情⏎长路远征疲倦也未停⏎仍然共你呼应⏎回复我热诚前路看清⏎祈望你在旁同渡困境⏎凭着笑声流露我热情⏎长路远征疲倦也未停⏎仍然共你呼应⏎一颗心今天再没下沉⏎都只因悲伤中得到了关心⏎途上你愿行近令我抚心自问⏎明白昨日愚笨自我拘禁⏎回复我热诚前路看清⏎祈望你在旁同渡困境⏎凭着笑声流露我热情⏎长路远征疲倦也未停⏎回复我热诚前路看清⏎祈望你在旁同渡困境⏎凭着笑声流露我热情⏎长路远征疲倦也未停⏎回复我热诚前路看清⏎祈望你在旁同渡困境⏎凭着笑声流露我热情⏎长路远征疲倦也未停","语料库",""
"战士歌唱东方红","","屠洪刚","战士歌唱东方红⏎毛主席窗前一盏灯⏎春夏秋冬夜长明⏎伟大的领袖灯前坐⏎铺开祖国锦绣前程⏎毛主席挥笔拦江河⏎天空飞彩虹⏎毛主席挥笔指山川⏎大地走蛟龙⏎毛主席挥笔点荒沙⏎荒沙披绿绒⏎毛主席的神笔舞东风⏎风吹满天红 满天红⏎用尽三江五湖水⏎毛主席的恩情写不尽⏎警卫战士窗前过⏎心里歌唱东方红⏎歌唱东方红 东方红⏎毛主席窗前一盏灯⏎春夏秋冬夜长明⏎伟大的领袖灯前坐⏎铺开祖国锦绣前程⏎毛主席挥笔拦江河⏎天空飞彩虹⏎毛主席挥笔指山川⏎大地走蛟龙⏎毛主席挥笔点荒沙⏎荒沙披绿绒⏎毛主席的神笔舞东风⏎风吹满天红 满天红⏎用尽三江五湖水⏎毛主席的恩情写不尽⏎警卫战士窗前过⏎心里歌唱东方红⏎歌唱东方红 东方红 大救星","语料库",""
"甜甜蜜蜜","","郑少秋","顺成听说你这次刚从泰国回来是吗⏎是的我在曼谷已经住上好几年了⏎哇那你的泰文不是讲的很好咯⏎不算得很好普通的还应付的来⏎那我来问你泰文一二三四五六怎么说⏎容易啦一二三四五六⏎就是冷松山死哈佛⏎喂嘿嘿你点该搞得哈佛是麦哈搞来给⏎你有冇有搞错啊⏎准没错如果我连一二三都讲不好⏎那我还用在那边混咩⏎诶我再问爱你又怎么说⏎爱你叫做不那颗⏎不那颗那我爱你叫做什么颗哦⏎我爱你叫做侃不那颗⏎一见钟情在那海边遇见你⏎回头对我笑笑我忘也忘不了⏎你说你爱我可是花言巧语⏎拨开胸膛让你看一看自己⏎跟你开玩笑请你不要生气⏎相爱的人儿不该胡乱猜疑⏎希望你不要把爱情当作游戏⏎谁也不能禁止我深深爱着你⏎那颗哦那颗哦那颗侃那颗⏎爱你哦爱你哦永远不分离⏎轻易害怕你会把我抛弃⏎你不要当心爱你始终如一⏎男人都爱年轻新鲜美丽⏎美丽的花朵也会枯萎自己⏎女人把爱情当作是生命⏎我不是负心人心里只有个你⏎即便是愿意要牢牢的在心里⏎走一走一直来放荡在好心底⏎那颗哦那颗哦那颗侃那颗⏎爱你哦爱你哦永远不分离","语料库",""
"爱的主打歌","","萧亚轩","我在唱什么⏎我在唱什么⏎什么都觉得⏎原来原来你是我的主打歌⏎你在说什么⏎只听一次也会记得⏎听两次就火热⏎我在干什么⏎什么都觉得⏎整个城市播着爱的主打歌⏎主的可是你⏎打得我好神不守舍⏎然后 不断想起你的⏎一言一语 是指定旋律⏎陪我到哪条路游来游去⏎不用戴起耳机⏎也有好情绪 散不去⏎假如有心 句句都是单曲⏎假如不想 一切听不进去⏎爱是这样不可理喻⏎百听你不厌才是好证据⏎我在唱什么⏎什么都觉得⏎原来原来你是我的主打歌⏎你在说什么⏎只听一次也会记得⏎听两次就火热⏎我在干什么⏎什么都觉得⏎整个城市播着爱的主打歌⏎主的可是你⏎打得我好神不守舍⏎然后 不断想起你的⏎一言一语 愈来愈有趣⏎在我的排行榜升来升去⏎不管一二三四⏎也由你占据 退不去⏎假如有心 句句都是单曲⏎假如不想 一切听不进去⏎爱是这样不可理喻⏎百听你不厌才是好证据⏎我在唱什么⏎什么都觉得⏎原来原来你是我的主打歌⏎你在说什么⏎只听一次也会记得⏎听两次就火热⏎我在干什么⏎什么都觉得⏎整个城市播着爱的主打歌⏎主的可是你⏎打得我好神不守舍⏎然后 不断想起你的⏎我在唱什么⏎什么都觉得⏎原来原来你是我的主打歌⏎你在说什么⏎只听一次也会记得⏎听两次就火热⏎我在干什么⏎什么都觉得⏎整个城市播着爱的主打歌⏎主的可是你⏎打得我好神不守舍⏎然后 不断想起你的","语料库",""
"木兰从军","","龙飘飘","女合）老花弧 识破了是姑娘⏎不由他 又惊又喜泪盈眶啊⏎弧）果然枪法比爹好啊⏎你不愧是花家的好儿郎⏎现在我放心让你去⏎替我杀敌到边疆⏎好在有明儿在一起⏎兄妹有事好商量⏎心要细 胆要壮⏎不怕他胡儿怎么强⏎花姐）乔装只怕路程远⏎该把心放岁月长⏎虽然明儿能照顾⏎姑娘到底是姑娘⏎万一被人来识破⏎欺君大罪要提防⏎花父）只要能杀敌⏎管他是男是姑娘⏎只要能保国⏎管他乔装不乔装⏎万一被人来识破⏎欺君大罪我承担⏎花家有了好后代⏎为家为国两争光⏎我花父一死又何妨⏎我一死又何妨⏎木兰）改扮又乔装⏎替爹上战场⏎道路远岁月长⏎何年何月返家乡⏎我千言万语从何说⏎你万险千难要到处防⏎别忘了自己是姑娘⏎我剑法高明枪法强⏎胡儿虽勇也难挡⏎就是他们凶猛如虎狼⏎我看他们不过如犬羊⏎改扮乔装我从小惯⏎更不会出丑累爹娘⏎倒是爹病娘娘老⏎不由我挂肚又牵肠⏎挂肚又牵肠⏎花姐）爹娘有我伺候⏎小弟有我扶养⏎你放心替父从军去⏎但愿你得胜归 回家乡","语料库",""
"寻找","","李翊君","我 一直在寻找。⏎找不到这个方向的我。⏎相信我 这不是一个弱稚的玩笑。⏎永远记得我的好。⏎我有我的天。⏎能否重来。⏎夜 太深了 睡不着。⏎闭上眼 你影子又出现。⏎那画面 又浮在多年前就出现。⏎看着梦里的影相 泪就想掉。⏎我在期待。⏎每个角落寻找你留下的讯号。⏎我们的故事我忘不了。⏎我在黑夜之中寻找出口。⏎陌生之中寻找熟悉。⏎音乐之中寻找自己走。⏎至少，⏎你能够有些小感动。⏎你能够有多少冲动。⏎让我忘了所有的伤痛。⏎我的眼泪掉下 。⏎是因为你看不到。⏎那样你的存在。⏎我想明白。⏎夜 太深了 睡不着。⏎闭上眼 你影子又出现。⏎那画面 又浮在多年前就出现。⏎看着梦里的影相 泪就想掉。⏎我在期待。⏎每个角落寻找你留下的信号。⏎我们的故事莪忘不了。⏎我在黑夜之中寻找出口。⏎陌生之中寻找熟悉。⏎音乐之中寻找自己 走。⏎至少。⏎你能够有些小感动。⏎你能够有多少冲动。⏎让我忘了所有的伤痛。⏎我的眼泪掉下 是因为你看不到。⏎那样的你真实存在 我想明白。⏎我在黑夜之中寻找出口。⏎陌生之中寻找熟悉。⏎音乐之中寻找自己 走。⏎继续寻找。⏎“越轨 、敬礼。","语料库",""
"十送红军","","宋祖英","一送（里格）红军，（介支个）下了山⏎秋雨（里格）绵绵，（介支个）秋风寒⏎树树（里格）梧桐，叶落尽⏎愁绪（里格）万千，压在心间⏎问一声亲人，红军啊⏎几时（里格）人马，（介支个）再回山？⏎七送（里格）红军，（介支个）五斗江，⏎江上（里格）船儿，（介支个）穿梭忙。⏎千军万马（介支个）江站，⏎十万百姓泪汪汪，⏎恩情似海不能忘，红军啊⏎革命成功，（介支个）早回乡！⏎九送红军上大道⏎锣儿无声鼓不敲，鼓不敲。⏎双双（里格）拉着长茧的手，⏎心象（里格）黄连，脸在笑。⏎血肉之情怎能忘，红军啊，⏎盼望（里格）早日，（介支个）传捷报。⏎十送（里格）红军，（介支个）望月亭，⏎望月（里格）亭上，（介支个）搭高台。⏎台高（里格）十丈白玉柱，⏎雕龙（里格）画凤放呀放光彩⏎朝也盼来晚也想，红军啊！⏎这台（里格）名叫（介支个）望红台。","语料库",""
"当兵光荣","","宋祖英","当兵光荣——宋祖英⏎你从东我从西⏎我们一起来当兵⏎当兵的小伙十八岁⏎当兵的姑娘正年轻⏎青春的生命是一团火⏎青春的岁月是一阵风⏎如风如火的好年华⏎全都献给咱们军营⏎啊当兵光荣啊当兵光荣⏎当兵为了保卫祖国⏎当兵就是为了老百姓⏎啊当兵光荣啊当兵光荣⏎当兵为了保卫和平⏎当兵就是为了老百姓⏎广西宁明县亭亮中学⏎铁打的营盘流水的兵⏎流不走万代英雄情⏎当兵的小伙最忠诚⏎当兵的姑娘最柔情⏎小小的连队藏着将军梦⏎闪闪的军徽是勇敢的星⏎我们走进这大家庭⏎个个都是钢铁的兵⏎啊当兵光荣啊当兵光荣⏎当兵为了保卫祖国⏎当兵就是为了老百姓⏎啊当兵光荣啊当兵光荣⏎当兵为了保卫和平⏎当兵就是为了老百姓⏎我从东你从西⏎我们一起来当兵⏎当兵的小伙十八岁⏎当兵的姑娘正年轻⏎青春的生命是一团火⏎青春的岁月是一阵风⏎如风如火的好年华⏎全都献给咱们军营⏎啊当兵光荣啊当兵光荣⏎当兵为了保卫祖国⏎当兵就是为了老百姓⏎啊当兵光荣啊当兵光荣⏎当兵为了保卫和平⏎当兵就是为了老百姓⏎当兵就是为了老百姓","语料库",""
"木兰从军(live)","","宋祖英","唧唧复唧唧⏎木兰当户织⏎倚窗望明月⏎仰天长叹息⏎昨夜见军帖⏎边关军情急⏎军书十二卷⏎催我爹爹出征去⏎爹爹年衰迈⏎难耐北风寒⏎木兰无长兄⏎谁人去征战⏎怎么办 怎么办⏎难坏了姑娘花木兰⏎忽见墙上龙泉剑⏎胸中豪情逐浪翻⏎乔装男儿跨战马⏎替父从军走边关⏎旦辞爹娘去⏎万里赴戎机⏎关山度若飞⏎寒光照铁衣⏎挥剑挽强弓⏎踏踏马蹄疾⏎将军百战多⏎碧血染旌旗⏎开我东阁门⏎坐我西阁床⏎当窗理云鬓⏎对镜贴花黄⏎出门看伙伴⏎伙伴皆惊惶⏎同行十二载⏎不知木兰是女郎⏎千秋赞歌唱英雄⏎木兰从军美名扬⏎美名扬","语料库",""
"十送红军","","曹芙嘉","一送（里格）红军，（介支个）下了山，⏎秋风（里格）细雨，（介支个）缠绵绵。⏎山上（里格）野鹿，声声哀号叫，⏎树树（里格）梧桐，叶呀叶落光，⏎问一声亲人，红军啊，⏎几时（里格）人马，（介支个）再回山。⏎五送（里格）红军，（介支个）过了坡，⏎鸿雁（里格）阵阵，（介支个）空中过。⏎鸿雁（里格）能够，捎来书信，⏎鸿雁（里格）飞到，天涯与海角，⏎千言万语嘱咐，红军啊，⏎捎书（里格）多把，（介支个）革命说。⏎七送（里格）红军，（介支个）五斗江，⏎江上（里格）船儿，（介支个）穿梭忙。⏎千军万马（介支个）江畔站，⏎四方百姓泪汪汪，深情似海不能忘，⏎红军啊，革命成功，（介支个）早归乡。⏎九送红军，上大道。⏎锣儿无声鼓不敲，鼓不敲。⏎双双（里格）拉着长茧的手，⏎心象（里格）黄连，脸在笑。⏎血肉之情怎能忘，红军啊，⏎盼望（里格）早日，（介支个）传捷报。⏎十送（里格）红军，（介支个）望月亭，⏎望月（里格）亭上，（介支个）搭高台。⏎台高（里格）十丈，白玉柱，⏎雕龙（里格）画凤，放呀放光彩，⏎朝也盼来晚也想，红军啊，⏎这台（里格）名叫（介支个）望红台。⏎这台（里格）名叫（介支个）望红台。","语料库",""
"吻我一下","","龚玥","你不要想我⏎也不要想家⏎总看那十五的月亮⏎当心把眼看花⏎既然穿上了军装⏎那就什么都不要牵挂⏎那就什么都不要牵挂⏎你呀 你呀不要给我夸⏎你呀 你呀不要给我夸⏎这是咱们妇女说呀⏎那个说出的心头话⏎这是咱们妇女说呀⏎那个说出的心头话⏎你不要想我⏎也别在废话⏎别以为戴上了军功章⏎就要负出血的代价⏎既然送你上战场⏎我又怎么会挂上泪花⏎我又怎么会挂上泪花⏎我呀我呀不会感到害怕⏎我呀我呀不会感到害怕⏎玉皇王爷他不会招呀⏎那个招你做附马⏎玉皇王爷他不会招呀⏎那个招你做附马⏎月缺会变圆⏎人分还有合⏎你就是走到天涯⏎还是守定这个家⏎既然嫁给了军人⏎就得随时送你出发⏎就得随时送你出发⏎你走吧 你走吧⏎你走吧!⏎你走吧 你走吧⏎你走吧!⏎我只要你再好好吻我⏎那个吻我一下!⏎我只要你再好好吻我⏎那个吻我一下!","语料库",""
"十送红军","","龚玥","一送（里格）红军,（介支个）下了山,⏎秋风（里格）细雨,（介支个）缠绵绵.⏎山上（里格）夜路,叶落尽,⏎愁绪（里格）万千,压在心间,⏎问一声亲人,红军啊,⏎几时（里格）人马,（介支个）再回山.⏎三送（里格）红军,（介支个）到拿山,⏎山上（里格）包谷,（介支个）金灿灿,⏎包谷种子（介支个）红军种,⏎包谷棒棒,咱们穷人搬,⏎紧紧拉住红军手,红军啊,⏎洒下的种子,（介支个）红了天.⏎五送（里格）红军，（介支个）过了坡⏎鸿雁（里格）阵阵，（介支个）空中过⏎鸿雁（里格）能够，捎来书信⏎鸿雁（里格）飞到，天涯与海角⏎千言万语嘱咐，红军啊⏎捎书（里格）多把，（介支个）革命说⏎七送（里格）红军,（介支个）五斗江,⏎江上（里格）船儿,（介支个）穿梭忙.⏎千军万马（介支个）江畔站,⏎四方百姓泪汪汪,恩情似海不能忘,⏎红军啊,革命成功,（介支个）早归乡.⏎九送红军,上大道.⏎锣儿无声鼓不敲,鼓不敲.⏎双双（里格）拉着长茧的手,⏎心象（里格）黄莲,脸在笑.⏎血肉之情怎能忘,红军啊,⏎盼望（里格）早日,（介支个）传捷报.⏎十送（里格）红军,（介支个）望月亭,⏎望月（里格）亭上,（介支个）搭高台.⏎台高（里格）十丈,白玉柱,⏎雕龙（里格）画凤,放呀放光彩,⏎朝也盼来晚也想,红军啊,⏎这台（里格）名叫（介支个）望红台.","语料库",""
"十五的月亮","","龚玥","十五的月亮⏎照在家乡 照在边关⏎宁静的夜晚⏎你也思念 我也思念⏎我守在婴儿的摇篮边⏎你巡逻逻在祖国的边防线⏎我在家乡耕耘着农田⏎你在边疆站岗值班⏎啊 丰收果里有你的甘甜⏎也有我的甘甜～～⏎军功章啊 有我的一半⏎也有你的一半⏎十五的月亮⏎照在家乡 照在边关⏎宁静的夜晚⏎你也思念 我也思念⏎我孝敬父母任劳任怨⏎你献身祖国不惜流血汗⏎我肩负着全家的重任⏎你在保卫国家安～全～⏎啊祖国昌盛有你的贡献⏎也有我的贡献⏎万家团圆我是的心愿⏎也是你的心愿⏎啊 啊 ……⏎也是你的心愿","语料库",""
"长城长","","龚玥","龚� - 长城长⏎都说长城两边是故乡⏎你知道长城有多长⏎它一头挑起大漠边关的冷月⏎它一头连着华夏儿女的心房⏎太阳照长城长⏎长城雄风万古扬⏎太阳照长城长⏎长城雄风万古扬⏎你要问长城在哪里⏎就看那一身身一身身绿军装⏎都说长城内外百花香⏎你知道几经风雪霜⏎凝聚了千万英雄志士的血肉⏎托出万里山河一轮红太阳⏎太阳照长城长⏎长城雄风万古扬⏎太阳照长城长⏎长城雄风万古扬⏎你要问长城在哪里⏎就看那一身身一身身绿军装⏎太阳照长城长⏎长城雄风万古扬⏎太阳照长城长⏎长城雄风万古扬⏎你要问长城在哪里⏎就在咱老百姓的心坎上⏎心坎上","语料库",""
"小白杨","","龚玥","一棵呀小白杨⏎长在哨所旁⏎根儿深，干儿壮⏎守望着北疆⏎微风吹吹得绿叶沙沙响罗喂⏎太阳照得绿叶闪银光⏎来来来 来来来 来来来来来⏎小白杨，小白杨⏎它长我也长⏎同我一起守边防⏎当初呀离家乡告别杨树庄⏎妈妈送树苗对我轻轻讲⏎带着它，亲人嘱托记心上罗喂⏎载下它，就当故乡在身旁⏎来来来 来 来来来来来⏎小白杨，小白杨也穿绿军装⏎带着他 亲人嘱托在心上⏎载下他 就当故乡在身旁⏎来来来 来来来 来来来来来⏎小白杨，小白杨⏎也穿绿军装⏎同我一起守边防⏎来来来 来来来 来来来来来⏎小白杨，小白杨⏎同我一起守边防⏎一～起守～边防～～","语料库",""
"小白杨","","梦之旅","---梦之旅合唱组合---⏎一棵呀小白杨⏎长在哨所旁⏎根儿深，干儿壮⏎守望着北疆⏎微风吹吹得绿叶沙响罗喂⏎小白杨小白杨⏎它长我也长⏎同我一起守边防⏎来来来 来来来 来来来来来⏎小白杨小白杨⏎也穿绿军装⏎同我一起守边防⏎当初呀离家乡告别杨树庄⏎妈妈送树苗对我轻轻讲⏎带着它，亲人嘱托记心上罗喂⏎栽下它，就当故乡在身旁⏎来来来 来来来 来来来来来⏎太阳照得绿叶闪银光⏎小白杨小白杨⏎它长我也长⏎来来来 来来来 来来来来来⏎同我一起守边防⏎小白杨小白杨⏎也穿绿军装⏎同我一起守边防⏎带着它，亲人嘱托记心上罗喂⏎栽下它，就当故乡在身旁⏎来来来 来来来 来来来来来⏎来来来 来来来 来来来来来⏎小白杨小白杨⏎它长我也长⏎Music...⏎同我一起守边防⏎来来来 来来来 来来来来来⏎小白杨小白杨⏎也穿绿军装⏎同我一起守边防⏎一起守边防⏎---End---","语料库",""
"为咱亲人补军装","","梦之旅","☆^-^☆音^*^乐☆^-^☆⏎《为咱亲人补军装》⏎★^*^★音^*^乐★^*^★⏎井岗红旗迎风扬⏎赣江涛涛把歌唱哟⏎解放军野营到山村⏎红军传统大发扬⏎啊亲人回到根据地哟⏎井岗人民心欢畅哟⏎^-^☆音^*^乐☆^-^⏎黄洋界上同站岗⏎鄱阳湖畔同插秧⏎爬山越岭炼战术⏎荆棘划破绿军装⏎为咱亲人补军装⏎井岗儿女喜洋洋⏎井岗儿女喜洋洋⏎针针缝紧结起爱⏎线线穿起情意长⏎军民团结一家亲⏎为咱亲人补军装哟⏎军民团结一家亲哟⏎为咱亲人补军装⏎☆ω＊☆音^*^乐☆＊ω☆⏎非常感谢大家滴鲜花鼓励!!!⏎《为咱亲人补军装》⏎祝各位朋友开心～快乐!!!⏎井岗红旗迎风飘⏎赣江涛涛把歌唱哟⏎解放军野营到山村⏎红军传统大发扬⏎啊亲人回到根据地哟⏎井岗人民心欢畅哟⏎^-^☆音^*^乐☆^-^⏎黄洋界上同站岗⏎鄱阳湖畔同插秧⏎爬山越岭炼战术⏎荆棘划破绿军装⏎为咱亲人补军装哟⏎井岗儿女喜洋洋哟⏎^-^☆音^*^乐☆^-^⏎针针缝紧结起爱⏎线线穿起情意长⏎军民团结一家亲⏎为咱亲人补军装⏎军民团结一家亲⏎为咱亲人补军装⏎军民团结一家亲⏎为咱亲人补军装⏎军民团结一家亲⏎为咱亲人补军装⏎补军装⏎请下位朋友接好麦克⏎《为咱亲人补军装》⏎祝各位朋友开心～快乐!!!⏎非常感谢大家滴鲜花鼓励!!!","语料库",""
"长城长","","梦之旅","都说长城两边是故乡⏎你知道长城有多长⏎它一头挑起大漠边关的冷月⏎它一头连着华夏儿女的心房⏎太阳照啊长城长⏎长城雄风万古扬⏎太阳照啊长城长⏎长城雄风万古扬⏎你要问长城在哪里⏎你看那一身身一身身绿军装⏎都说长城内外百花香⏎你知道几经风雪霜⏎凝聚了千万英雄志士的血肉⏎博出万里山河一轮红太阳⏎太阳照啊长城长⏎长城雄风万古扬⏎太阳照啊长城长⏎长城雄风万古扬⏎你要问长城在哪里⏎就在咱老百姓的心坎上⏎心坎上 啊","语料库",""
